"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"despite an overwrought ending , the film works as well as it does because of the performances .","despite an overwrought ending , the film works as well as it does because of the performances .",0.0019028782844543457,0.0019028782844543457,1,1,1,7,"Failed"
"connoisseurs of chinese film will be pleased to <font color = green>discover</font> that tian's meticulous <font color = green>talent</font> has not <font color = green>withered</font> during his enforced <font color = green>hiatus</font> .","connoisseurs of chinese film will be pleased to <font color = red>detect</font> that tian's meticulous <font color = red>skill</font> has not <font color = red>wizen</font> during his enforced <font color = red>subsidence</font> .",0.005984961986541748,0.677498459815979,1,0,1,28,"Successful"
"exploring <font color = red>value</font> choices is a worthwhile <font color = red>topic</font> for a <font color = red>film</font> -- but here the <font color = red>choices</font> are as contrived and <font color = red>artificial</font> as kerrigan's platinum-blonde hair .","exploring <font color = red>importance</font> choices is a worthwhile <font color = red>subject</font> for a <font color = red>cinema</font> -- but here the <font color = red>pick</font> are as contrived and <font color = red>contrived</font> as kerrigan's platinum-blonde hair .",0.0005165338516235352,0.4177014231681824,0,0,0,26,"Failed"
"a dark comedy that goes for sick and demented humor <font color = red>simply</font> to do so . the <font color = red>movie</font> is without <font color = red>intent</font> .","a dark comedy that goes for sick and demented humor <font color = red>just</font> to do so . the <font color = red>film</font> is without <font color = red>aim</font> .",0.0006580948829650879,0.000817716121673584,0,0,0,48,"Failed"
"more trifle than triumph .","more trifle than triumph .",0.0523456335067749,0.0523456335067749,0,0,0,6,"Failed"
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .",0.998518705368042,0.998518705368042,1,1,0,1,"Skipped"
"directed in a flashy , <font color = red>empty</font> sub-music video style by a <font color = red>director</font> so self-possessed he actually <font color = red>adds</font> a period to his first name","directed in a flashy , <font color = red>void</font> sub-music video style by a <font color = red>manageress</font> so self-possessed he actually <font color = red>insert</font> a period to his first name",0.0006192922592163086,0.0007662773132324219,0,0,0,38,"Failed"
"the <font color = red>movie</font> is concocted and carried out by <font color = red>folks</font> worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .","the <font color = red>shoot-'em-up</font> is concocted and carried out by <font color = red>men</font> worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .",0.000810086727142334,0.001292109489440918,0,0,0,16,"Failed"
"<font color = red>aptly</font> named , this shimmering , beautifully costumed and <font color = red>filmed</font> production doesn't <font color = red>work</font> for me .","<font color = red>competently</font> named , this shimmering , beautifully costumed and <font color = red>cinematise</font> production doesn't <font color = red>workplace</font> for me .",0.0010287761688232422,0.0035315752029418945,0,0,0,17,"Failed"
"an <font color = green>enthralling</font> , entertaining feature .","an <font color = green>entrancing</font> , entertaining feature .",0.0006738901138305664,0.0007242560386657715,1,1,1,4,"Failed"
". . . a sweetly <font color = green>affecting</font> story about four <font color = green>sisters</font> who are <font color = green>coping</font> , in one <font color = green>way</font> or another , with life's endgame .",". . . a sweetly <font color = green>touching</font> story about four <font color = green>half-sister</font> who are <font color = green>glom</font> , in one <font color = green>road</font> or another , with life's endgame .",0.0007828474044799805,0.0010268688201904297,1,1,1,19,"Failed"
"a slow-moving police-procedural thriller that <font color = red>takes</font> its title all too literally .","a slow-moving police-procedural thriller that <font color = red>took</font> its title all too literally .",0.0007968544960021973,0.0008844733238220215,0,0,0,11,"Failed"
"the engagingly <font color = green>primitive</font> animated special effects contribute to a mood that's sustained through the surprisingly <font color = green>somber</font> <font color = green>conclusion</font> .","the engagingly <font color = green>ape-man</font> animated special effects contribute to a mood that's sustained through the surprisingly <font color = green>sombre</font> <font color = green>completion</font> .",0.0011655688285827637,0.002973496913909912,1,1,1,15,"Failed"
"it should be doing a <font color = red>lot</font> of things , but doesn't .","it should be doing a <font color = red>fate</font> of things , but doesn't .",0.0012325048446655273,0.0015646815299987793,0,0,0,5,"Failed"
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .","according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0.9887146949768066,0.9887146949768066,1,1,0,1,"Skipped"
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .",0.9339795112609863,0.9339795112609863,0,0,1,1,"Skipped"
"'opening up' the <font color = red>play</font> more has <font color = red>partly</font> closed it down .","'opening up' the <font color = red>looseness</font> more has <font color = red>partially</font> closed it down .",0.0012367963790893555,0.003016650676727295,0,0,0,8,"Failed"
"the rules of <font color = red>attraction</font> <font color = red>gets</font> us too <font color = red>drunk</font> on the party <font color = red>favors</font> to sober us up with the <font color = red>transparent</font> attempts at moralizing .","the rules of <font color = red>lure</font> <font color = red>obtain</font> us too <font color = red>rummy</font> on the party <font color = red>favor</font> to sober us up with the <font color = red>gauzy</font> attempts at moralizing .",0.000577092170715332,0.0009362101554870605,0,0,0,25,"Failed"
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .","leigh isn't breaking new ground , but he knows how a daily grind can kill love .",0.9601514935493469,0.9601514935493469,0,0,1,1,"Skipped"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967754483222961,0.9967754483222961,0,0,1,1,"Skipped"
"it has the right approach and the right opening premise , but it <font color = red>lacks</font> the zest and it goes for a plot twist <font color = red>instead</font> of trusting the <font color = red>material</font> .","it has the right approach and the right opening premise , but it <font color = green>dearth</font> the zest and it goes for a plot twist <font color = green>alternatively</font> of trusting the <font color = green>substance</font> .",0.0007140040397644043,0.5675913095474243,0,1,0,14,"Successful"
"ninety <font color = red>minutes</font> of viva castro ! can be as <font color = red>tiresome</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are <font color = red>included</font>","ninety <font color = green>minute</font> of viva castro ! can be as <font color = green>ho-hum</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are <font color = green>include</font>",0.0014889836311340332,0.6339242458343506,0,1,0,12,"Successful"
"an enormously <font color = green>entertaining</font> movie , like nothing we've ever seen before , and <font color = green>yet</font> <font color = green>completely</font> <font color = green>familiar</font> .","an enormously <font color = red>amuse</font> movie , like nothing we've ever seen before , and <font color = red>also</font> <font color = red>totally</font> <font color = red>playfellow</font> .",0.0014795660972595215,0.5502380728721619,1,0,1,21,"Successful"
"after several scenes of this tacky <font color = red>nonsense</font> , you'll be <font color = red>wistful</font> for the testosterone-charged <font color = red>wizardry</font> of jerry bruckheimer <font color = red>productions</font> , especially because half past dead is like the rock on a wal-mart budget .","after several scenes of this tacky <font color = green>amphigory</font> , you'll be <font color = green>pensive</font> for the testosterone-charged <font color = green>creativeness</font> of jerry bruckheimer <font color = green>production</font> , especially because half past dead is like the rock on a wal-mart budget .",0.0015998482704162598,0.5163004398345947,0,1,0,22,"Successful"
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",0.6374716758728027,0.6374716758728027,1,1,0,1,"Skipped"
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting <font color = green>suspense</font> of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting <font color = red>dubiousness</font> of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",0.004518389701843262,0.9152336120605469,1,0,1,7,"Successful"
"the <font color = red>romance</font> between the leads isn't as <font color = red>compelling</font> or as <font color = red>believable</font> as it should be .","the <font color = red>romanticism</font> between the leads isn't as <font color = red>convincing</font> or as <font color = red>credible</font> as it should be .",0.0013762712478637695,0.0015807151794433594,0,0,0,9,"Failed"
"the movie is a little <font color = red>tired</font> ; <font color = red>maybe</font> the <font color = red>original</font> <font color = red>inspiration</font> has run its course .","the movie is a little <font color = red>weary</font> ; <font color = red>perhaps</font> the <font color = red>first</font> <font color = red>breath</font> has run its course .",0.0010544657707214355,0.010009169578552246,0,0,0,13,"Failed"
"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such <font color = green>clarity</font> that it's as if it all happened only yesterday .","the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such <font color = red>perspicuousness</font> that it's as if it all happened only yesterday .",0.0009569525718688965,0.984039843082428,1,0,1,24,"Successful"
"a <font color = green>passionately</font> inquisitive <font color = green>film</font> determined to <font color = green>uncover</font> the truth and hopefully <font color = green>inspire</font> action .","a <font color = green>fiercely</font> inquisitive <font color = green>flick</font> determined to <font color = green>unearth</font> the truth and hopefully <font color = green>encourage</font> action .",0.00042885541915893555,0.0006359219551086426,1,1,1,19,"Failed"
"a zombie <font color = red>movie</font> in every sense of the word--mindless , <font color = red>lifeless</font> , meandering , <font color = red>loud</font> , painful , <font color = red>obnoxious</font> .","a zombie <font color = red>silents</font> in every sense of the word--mindless , <font color = red>exanimate</font> , meandering , <font color = red>meretricious</font> , painful , <font color = red>horrible</font> .",0.0003581047058105469,0.0029845237731933594,0,0,0,18,"Failed"
"the <font color = red>movie</font> doesn't <font color = red>generate</font> a lot of <font color = red>energy</font> . it is dark , brooding and slow , and takes its <font color = red>central</font> idea way too <font color = red>seriously</font> .","the <font color = red>film</font> doesn't <font color = red>produce</font> a lot of <font color = red>forcefulness</font> . it is dark , brooding and slow , and takes its <font color = red>key</font> idea way too <font color = red>gravely</font> .",0.0009414553642272949,0.0014438033103942871,0,0,0,29,"Failed"
"highlighted by a gritty style and an <font color = green>excellent</font> <font color = green>cast</font> , it's better than one <font color = green>might</font> <font color = green>expect</font> when you look at the <font color = green>list</font> of <font color = green>movies</font> starring ice-t in a major role .","highlighted by a gritty style and an <font color = green>impressive</font> <font color = green>throw</font> , it's better than one <font color = green>may</font> <font color = green>await</font> when you look at the <font color = green>listing</font> of <font color = green>silents</font> starring ice-t in a major role .",0.0036260485649108887,0.027400314807891846,1,1,1,25,"Failed"
"the <font color = red>first</font> <font color = red>mistake</font> , i suspect , is <font color = red>casting</font> shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?","the <font color = green>inaugural</font> <font color = green>balls-up</font> , i suspect , is <font color = green>molding</font> shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",0.0015925765037536621,0.5938563346862793,0,1,0,18,"Successful"
"one of [jaglom's] better <font color = green>efforts</font> -- a wry and sometime <font color = green>bitter</font> movie about love .","one of [jaglom's] better <font color = red>endeavor</font> -- a wry and sometime <font color = red>sulfurous</font> movie about love .",0.004357814788818359,0.6054297685623169,1,0,1,14,"Successful"
"essentially , the <font color = red>film</font> is <font color = red>weak</font> on detail and strong on <font color = red>personality</font>","essentially , the <font color = green>cinema</font> is <font color = green>feeble</font> on detail and strong on <font color = green>individuality</font>",0.0011182427406311035,0.8703358173370361,0,1,0,14,"Successful"
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to <font color = green>die</font> for .","if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to <font color = red>decease</font> for .",0.004636049270629883,0.5807176828384399,1,0,1,3,"Successful"
"in terms of execution this movie is careless and unfocused .","in terms of execution this movie is careless and unfocused .",0.9957855939865112,0.9957855939865112,1,1,0,1,"Skipped"
"about the best thing you could say about narc is that it's a rock-solid little <font color = green>genre</font> picture . whether you like it or not is <font color = green>basically</font> a <font color = green>matter</font> of taste .","about the best thing you could say about narc is that it's a rock-solid little <font color = red>poesy</font> picture . whether you like it or not is <font color = red>fundamentally</font> a <font color = red>issue</font> of taste .",0.01594376564025879,0.8823413848876953,1,0,1,16,"Successful"
"affable if not timeless , like mike raises some worthwhile <font color = green>themes</font> while <font color = green>delivering</font> a wholesome <font color = green>fantasy</font> for kids .","affable if not timeless , like mike raises some worthwhile <font color = red>theme</font> while <font color = red>providing</font> a wholesome <font color = red>illusion</font> for kids .",0.0009120702743530273,0.7331591248512268,1,0,1,26,"Successful"
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .","less cinematically powerful than quietly and deeply moving , which is powerful in itself .",0.99212247133255,0.99212247133255,0,0,1,1,"Skipped"
"a well-rounded <font color = green>tribute</font> to a <font color = green>man</font> whose achievements -- and <font color = green>complexities</font> -- reached far beyond the end <font color = green>zone</font> .","a well-rounded <font color = red>defrayment</font> to a <font color = red>guy</font> whose achievements -- and <font color = red>complication</font> -- reached far beyond the end <font color = red>regularise</font> .",0.0004349350929260254,0.6835012435913086,1,0,1,30,"Successful"
"you won't look at religious fanatics -- or backyard sheds -- the same way again .","you won't look at religious fanatics -- or backyard sheds -- the same way again .",0.6174222230911255,0.6174222230911255,0,0,1,1,"Skipped"
"[a] boldly stroked , luridly coloured , uni-dimensional nonsense machine that <font color = red>strokes</font> the eyeballs while it evaporates like so much crypt mist in the brain .","[a] boldly stroked , luridly coloured , uni-dimensional nonsense machine that <font color = green>fortuity</font> the eyeballs while it evaporates like so much crypt mist in the brain .",0.02929931879043579,0.9651060700416565,0,1,0,6,"Successful"
"bearable . <font color = red>barely</font> .","bearable . <font color = green>just</font> .",0.002986907958984375,0.997447669506073,0,1,0,4,"Successful"
"it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , <font color = green>flaws</font> and all .","it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , <font color = red>failing</font> and all .",0.0029828548431396484,0.774011492729187,1,0,1,9,"Successful"
"a solidly <font color = green>entertaining</font> <font color = green>little</font> film .","a solidly <font color = green>funny</font> <font color = green>small</font> film .",0.0009821653366088867,0.0018768906593322754,1,1,1,8,"Failed"
"queen of the damned is too <font color = red>long</font> with too little going on .","queen of the damned is too <font color = red>prospicient</font> with too little going on .",0.0009802579879760742,0.0009860992431640625,0,0,0,8,"Failed"
"in his <font color = green>latest</font> effort , storytelling , solondz has <font color = green>finally</font> made a <font color = green>movie</font> that isn't just offensive -- it also <font color = green>happens</font> to be good .","in his <font color = red>last</font> effort , storytelling , solondz has <font color = red>eventually</font> made a <font color = red>silents</font> that isn't just offensive -- it also <font color = red>materialise</font> to be good .",0.0017715096473693848,0.9482110738754272,1,0,1,24,"Successful"
"the film's trailer <font color = red>also</font> <font color = red>looked</font> like <font color = red>crap</font> , so crap is what i was expecting .","the film's trailer <font color = red>still</font> <font color = red>sounded</font> like <font color = red>ca-ca</font> , so crap is what i was expecting .",0.0007928013801574707,0.0010768771171569824,0,0,0,22,"Failed"
"koepp's screenplay isn't <font color = red>nearly</font> <font color = red>surprising</font> or <font color = red>clever</font> enough to sustain a reasonable degree of <font color = red>suspense</font> on its own .","koepp's screenplay isn't <font color = red>almost</font> <font color = red>flabbergast</font> or <font color = red>ingenious</font> enough to sustain a reasonable degree of <font color = red>anticipation</font> on its own .",0.0011504888534545898,0.21818268299102783,0,0,0,19,"Failed"
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.9974950551986694,0.9974950551986694,0,0,1,1,"Skipped"
"the most consistently <font color = green>funny</font> of the austin powers <font color = green>films</font> .","the most consistently <font color = red>risible</font> of the austin powers <font color = red>flick</font> .",0.0013331174850463867,0.96119225025177,1,0,1,12,"Successful"
"if you can keep your <font color = green>eyes</font> <font color = green>open</font> amid all the <font color = green>blood</font> and gore , you'll see del toro has brought unexpected <font color = green>gravity</font> to <font color = green>blade</font> ii .","if you can keep your <font color = green>look</font> <font color = green>opened</font> amid all the <font color = green>stemma</font> and gore , you'll see del toro has brought unexpected <font color = green>stuffiness</font> to <font color = green>cutlas</font> ii .",0.003213047981262207,0.02702164649963379,1,1,1,32,"Failed"
"the <font color = red>big</font> <font color = red>finish</font> is a bit like getting all excited about a <font color = red>chocolate</font> eclair and then <font color = red>biting</font> into it and finding the <font color = red>filling</font> missing .","the <font color = red>full-grown</font> <font color = red>complete</font> is a bit like getting all excited about a <font color = red>brownness</font> eclair and then <font color = red>nipping</font> into it and finding the <font color = red>satiate</font> missing .",0.0006260275840759277,0.002483963966369629,0,0,0,24,"Failed"
"it's a very <font color = green>valuable</font> film . . .","it's a very <font color = green>worthful</font> film . . .",0.0008624792098999023,0.0011284947395324707,1,1,1,3,"Failed"
"entertaining despite its one-joke <font color = green>premise</font> with the thesis that women from venus and men from mars can indeed get together .","entertaining despite its one-joke <font color = red>exposit</font> with the thesis that women from venus and men from mars can indeed get together .",0.003192901611328125,0.871620774269104,1,0,1,11,"Successful"
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0.9946771860122681,0.9946771860122681,0,0,1,1,"Skipped"
"it's a big <font color = red>idea</font> , but the <font color = red>film</font> itself is small and <font color = red>shriveled</font> .","it's a big <font color = red>notion</font> , but the <font color = red>picture</font> itself is small and <font color = red>withered</font> .",0.0007807016372680664,0.0009465813636779785,0,0,0,16,"Failed"
"`martin lawrence live' is so self-pitying , i <font color = red>almost</font> <font color = red>expected</font> there to be a <font color = red>collection</font> taken for the <font color = red>comedian</font> at the <font color = red>end</font> of the show .","`martin lawrence live' is so self-pitying , i <font color = red>nearly</font> <font color = red>await</font> there to be a <font color = red>collecting</font> taken for the <font color = red>player</font> at the <font color = red>conclude</font> of the show .",0.0008087754249572754,0.0014246702194213867,0,0,0,25,"Failed"
"one <font color = green>funny</font> popcorn flick .","one <font color = red>odd</font> popcorn flick .",0.0008302927017211914,0.999333381652832,1,0,1,8,"Successful"
"an <font color = red>inept</font> , <font color = red>tedious</font> spoof of '70s kung fu <font color = red>pictures</font> , it contains almost enough <font color = red>chuckles</font> for a three-minute <font color = red>sketch</font> , and no more .","an <font color = red>awkward</font> , <font color = red>long-winded</font> spoof of '70s kung fu <font color = red>painting</font> , it contains almost enough <font color = red>chuckle</font> for a three-minute <font color = red>vignette</font> , and no more .",0.0006322264671325684,0.0010838508605957031,0,0,0,31,"Failed"
"smith finds amusing juxtapositions that <font color = green>justify</font> his exercise .","smith finds amusing juxtapositions that <font color = red>excuse</font> his exercise .",0.0017797350883483887,0.9799320697784424,1,0,1,5,"Successful"
"<font color = green>gambling</font> and throwing a basketball game for money isn't a <font color = green>new</font> <font color = green>plot</font> -- in <font color = green>fact</font> toback himself used it in black and white . but toback's deranged immediacy makes it <font color = green>seem</font> <font color = green>fresh</font> again .","<font color = red>wager</font> and throwing a basketball game for money isn't a <font color = red>unexampled</font> <font color = red>parcel</font> -- in <font color = red>reality</font> toback himself used it in black and white . but toback's deranged immediacy makes it <font color = red>look</font> <font color = red>unfermented</font> again .",0.008023679256439209,0.5534299612045288,1,0,1,15,"Successful"
"unpretentious , charming , <font color = green>quirky</font> , original","unpretentious , charming , <font color = green>far-out</font> , original",0.003400862216949463,0.004399776458740234,1,1,1,3,"Failed"
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .","a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",0.9991623759269714,0.9991623759269714,0,0,1,1,"Skipped"
"a <font color = green>powerful</font> , <font color = green>chilling</font> , and <font color = green>affecting</font> <font color = green>study</font> of one man's dying fall .","a <font color = green>knock-down</font> , <font color = green>cool</font> , and <font color = green>touching</font> <font color = green>cogitation</font> of one man's dying fall .",0.0005972385406494141,0.0012168288230895996,1,1,1,17,"Failed"
"a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let <font color = red>slide</font> .","a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves simply too discouraging to let <font color = green>slip</font> .",0.08624333143234253,0.7470395565032959,0,1,0,8,"Successful"
"insomnia loses <font color = green>points</font> when it surrenders to a formulaic bang-bang , shoot-em-up <font color = green>scene</font> at the <font color = green>conclusion</font> . but the performances of pacino , williams , and <font color = green>swank</font> <font color = green>keep</font> the <font color = green>viewer</font> wide-awake all the <font color = green>way</font> through .","insomnia loses <font color = green>pointedness</font> when it surrenders to a formulaic bang-bang , shoot-em-up <font color = green>scenario</font> at the <font color = green>ratiocination</font> . but the performances of pacino , williams , and <font color = green>chic</font> <font color = green>preserve</font> the <font color = green>ogler</font> wide-awake all the <font color = green>mode</font> through .",0.004204511642456055,0.056839704513549805,1,1,1,51,"Failed"
"as a <font color = green>thoughtful</font> and unflinching <font color = green>examination</font> of an alternative lifestyle , sex with <font color = green>strangers</font> is a <font color = green>success</font> .","as a <font color = green>attentive</font> and unflinching <font color = green>test</font> of an alternative lifestyle , sex with <font color = green>foreigner</font> is a <font color = green>triumph</font> .",0.00045931339263916016,0.0016704201698303223,1,1,1,13,"Failed"
"cattaneo reworks the formula that made the full monty a <font color = red>smashing</font> <font color = red>success</font> . . . but <font color = red>neglects</font> to add the magic that made it all work .","cattaneo reworks the formula that made the full monty a <font color = green>shattering</font> <font color = green>succeeder</font> . . . but <font color = green>disuse</font> to add the magic that made it all work .",0.0008720755577087402,0.8266775012016296,0,1,0,15,"Successful"
"the production values are of the highest and the performances attractive without being memorable .","the production values are of the highest and the performances attractive without being memorable .",0.9941662549972534,0.9941662549972534,0,0,1,1,"Skipped"
"hey , happy ! is many <font color = green>things</font> -- <font color = green>stoner</font> midnight <font color = green>flick</font> , sci-fi deconstruction , gay <font color = green>fantasia</font> -- but above all it's a love <font color = green>story</font> as sanguine as its title .","hey , happy ! is many <font color = red>thing</font> -- <font color = red>lapidator</font> midnight <font color = red>movies</font> , sci-fi deconstruction , gay <font color = red>fiction</font> -- but above all it's a love <font color = red>myth</font> as sanguine as its title .",0.053812384605407715,0.5393854975700378,1,0,1,33,"Successful"
"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .","as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.9963805079460144,0.9963805079460144,0,0,1,1,"Skipped"
