"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"some writer <font color = red>dude</font> , i <font color = red>think</font> his name was , uh , michael zaidan , was <font color = red>supposed</font> to have like <font color = red>written</font> the screenplay or something , but , dude , the only thing that i <font color = red>ever</font> saw that was written down were the zeroes on my paycheck .","some writer <font color = red>guy</font> , i <font color = red>believe</font> his name was , uh , michael zaidan , was <font color = red>meant</font> to have like <font color = red>mentioned</font> the screenplay or something , but , dude , the only thing that i <font color = red>actually</font> saw that was written down were the zeroes on my paycheck .",0.0017235279083251953,0.0022811293601989746,0,0,0,72,"Failed"
"a sha-na-na sketch <font color = red>punctuated</font> with graphic violence .","a sha-na-na sketch <font color = green>packed</font> with graphic violence .",0.0026917457580566406,0.9964934587478638,0,1,0,52,"Successful"
"like the series , the movie is funny , smart , visually <font color = green>inventive</font> , and most of all , alive .","like the series , the movie is funny , smart , visually <font color = green>good</font> , and most of all , alive .",0.0006294846534729004,0.0008327960968017578,1,1,1,21,"Failed"
"perhaps even the slc high command found writer-director mitch davis's wall of kitsch <font color = red>hard</font> going .","perhaps even the slc high command found writer-director mitch davis's wall of kitsch <font color = green>good</font> going .",0.0004807710647583008,0.992158055305481,0,1,0,18,"Successful"
"'es en verdad una pena que mandoki esté <font color = red>realizando</font> cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '","'es en verdad una pena que mandoki esté <font color = green>les</font> cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '",0.3785003423690796,0.5722147226333618,0,1,0,59,"Successful"
"the spalding gray <font color = red>equivalent</font> of a teen gross-out comedy .","the spalding gray <font color = green>best</font> of a teen gross-out comedy .",0.0004073977470397949,0.9396611452102661,0,1,0,55,"Successful"
"all <font color = red>mood</font> and no <font color = red>movie</font> .","all <font color = red>songs</font> and no <font color = red>subspecies</font> .",0.0012192130088806152,0.4686700105667114,0,0,0,99,"Failed"
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .","other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",0.9993778467178345,0.9993778467178345,0,0,1,1,"Skipped"
"<font color = green>despite</font> an overwrought ending , the film works as <font color = green>well</font> as it does because of the performances .","<font color = red>though</font> an overwrought ending , the film works as <font color = red>badly</font> as it does because of the performances .",0.0019028782844543457,0.7152411937713623,1,0,1,34,"Successful"
"connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not <font color = green>withered</font> during his enforced hiatus .","connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not <font color = red>accumulated</font> during his enforced hiatus .",0.005984961986541748,0.9908238649368286,1,0,1,47,"Successful"
"exploring value choices is a <font color = red>worthwhile</font> <font color = red>topic</font> for a film -- but here the choices are as contrived and artificial as kerrigan's <font color = red>platinum-blonde</font> hair .","exploring value choices is a <font color = red>compelling</font> <font color = red>subject</font> for a film -- but here the choices are as contrived and artificial as kerrigan's <font color = red>own</font> hair .",0.0005165338516235352,0.0007949471473693848,0,0,0,26,"Failed"
"a dark comedy that goes for sick and demented humor simply to do so . the movie is <font color = red>without</font> intent .","a dark comedy that goes for sick and demented humor simply to do so . the movie is <font color = green>of</font> intent .",0.0006580948829650879,0.9957618117332458,0,1,0,22,"Successful"
"more trifle than <font color = red>triumph</font> .","more trifle than <font color = green>others</font> .",0.0523456335067749,0.9444738030433655,0,1,0,86,"Successful"
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .",0.998518705368042,0.998518705368042,1,1,0,1,"Skipped"
"directed in a flashy , empty sub-music video style by a director so self-possessed he <font color = red>actually</font> <font color = red>adds</font> a period to his first name","directed in a flashy , empty sub-music video style by a director so self-possessed he <font color = red>deliberately</font> <font color = red>add</font> a period to his first name",0.0006192922592163086,0.0009407401084899902,0,0,0,59,"Failed"
"the movie is concocted and <font color = red>carried</font> out by folks worthy of scorn , and the nicest thing i can say is that i <font color = red>can't</font> remember a single name responsible for it .","the movie is concocted and <font color = red>sought</font> out by folks worthy of scorn , and the nicest thing i can say is that i <font color = red>cannot</font> remember a single name responsible for it .",0.000810086727142334,0.0008888840675354004,0,0,0,57,"Failed"
"aptly named , this shimmering , beautifully costumed and filmed production doesn't <font color = red>work</font> for me .","aptly named , this shimmering , beautifully costumed and filmed production doesn't <font color = green>wait</font> for me .",0.0010287761688232422,0.9990304708480835,0,1,0,56,"Successful"
"an <font color = green>enthralling</font> , <font color = green>entertaining</font> <font color = green>feature</font> .","an <font color = green>charming</font> , <font color = green>easy</font> <font color = green>smile</font> .",0.0006738901138305664,0.008839666843414307,1,1,1,94,"Failed"
". . . a sweetly affecting story about <font color = green>four</font> sisters who are coping , in one way or another , with <font color = green>life's</font> endgame .",". . . a sweetly affecting story about <font color = green>two</font> sisters who are coping , in one way or another , with <font color = green>someone</font> endgame .",0.0007828474044799805,0.0008632540702819824,1,1,1,16,"Failed"
"a <font color = red>slow-moving</font> <font color = red>police-procedural</font> thriller that takes its title all too <font color = red>literally</font> .","a <font color = green>powerful</font> <font color = green>literary</font> thriller that takes its title all too <font color = green>abruptly</font> .",0.0007968544960021973,0.5458676815032959,0,1,0,112,"Successful"
"the <font color = green>engagingly</font> primitive animated special effects contribute to a mood <font color = green>that's</font> sustained through the surprisingly somber conclusion .","the <font color = red>generally</font> primitive animated special effects contribute to a mood <font color = red>iness</font> sustained through the surprisingly somber conclusion .",0.0011655688285827637,0.95909184217453,1,0,1,75,"Successful"
"it should be doing a <font color = red>lot</font> of <font color = red>things</font> , but doesn't .","it should be doing a <font color = red>rush</font> of <font color = red>nausea</font> , but doesn't .",0.0012325048446655273,0.00465846061706543,0,0,0,91,"Failed"
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .","according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0.9887146949768066,0.9887146949768066,1,1,0,1,"Skipped"
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .",0.9339795112609863,0.9339795112609863,0,0,1,1,"Skipped"
"'<font color = red>opening</font> <font color = red>up'</font> the <font color = red>play</font> more has <font color = red>partly</font> closed it down .","'<font color = green>keep</font> <font color = green>to</font> the <font color = green>road</font> more has <font color = green>never</font> closed it down .",0.0012367963790893555,0.9929258227348328,0,1,0,117,"Successful"
"the rules of attraction <font color = red>gets</font> us too <font color = red>drunk</font> on the party favors to sober us up with the transparent attempts at moralizing .","the rules of attraction <font color = red>hold</font> us too <font color = red>based</font> on the party favors to sober us up with the transparent attempts at moralizing .",0.000577092170715332,0.0009354948997497559,0,0,0,31,"Failed"
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .","leigh isn't breaking new ground , but he knows how a daily grind can kill love .",0.9601514935493469,0.9601514935493469,0,0,1,1,"Skipped"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967754483222961,0.9967754483222961,0,0,1,1,"Skipped"
"it has the right approach and the <font color = red>right</font> opening premise , but it <font color = red>lacks</font> the zest and it <font color = red>goes</font> for a plot twist instead of trusting the material .","it has the right approach and the <font color = red>usual</font> opening premise , but it <font color = red>lack</font> the zest and it <font color = red>calls</font> for a plot twist instead of trusting the material .",0.0007140040397644043,0.0013200640678405762,0,0,0,38,"Failed"
"ninety minutes of viva castro ! can be as <font color = red>tiresome</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva castro ! can be as <font color = green>extensive</font> as 9 seconds of jesse helms' anti- castro rhetoric , which are included",0.0014889836311340332,0.9767295718193054,0,1,0,50,"Successful"
"an enormously <font color = green>entertaining</font> movie , like nothing we've ever seen before , and yet completely familiar .","an enormously <font color = red>boring</font> movie , like nothing we've ever seen before , and yet completely familiar .",0.0014795660972595215,0.9994522929191589,1,0,1,60,"Successful"
"after <font color = red>several</font> scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry <font color = red>bruckheimer</font> productions , especially because half past dead is <font color = red>like</font> the rock on a wal-mart budget .","after <font color = green>certain</font> scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry <font color = green>man</font> productions , especially because half past dead is <font color = green>worth</font> the rock on a wal-mart budget .",0.0015998482704162598,0.7230408787727356,0,1,0,45,"Successful"
"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .","blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .",0.6374716758728027,0.6374716758728027,1,1,0,1,"Skipped"
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses <font color = green>lends</font> the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses <font color = red>given</font> the film a resonant undertone of tragedy .",0.004518389701843262,0.6925849914550781,1,0,1,68,"Successful"
"the romance between the leads isn't as <font color = red>compelling</font> or as believable as it should be .","the romance between the leads isn't as <font color = red>convincing</font> or as believable as it should be .",0.0013762712478637695,0.0013921856880187988,0,0,0,12,"Failed"
"the <font color = red>movie</font> is a little tired ; maybe the original <font color = red>inspiration</font> has <font color = red>run</font> its <font color = red>course</font> .","the <font color = green>mind</font> is a little tired ; maybe the original <font color = green>memory</font> has <font color = green>continued</font> its <font color = green>healing</font> .",0.0010544657707214355,0.8704632520675659,0,1,0,206,"Successful"
"the story itself it mostly <font color = green>told</font> through on-camera interviews with several survivors , whose <font color = green>riveting</font> memories are rendered with such clarity that it's as if it all <font color = green>happened</font> only yesterday .","the story itself it mostly <font color = green>unfolded</font> through on-camera interviews with several survivors , whose <font color = green>fond</font> memories are rendered with such clarity that it's as if it all <font color = green>unfolded</font> only yesterday .",0.0009569525718688965,0.0020610690116882324,1,1,1,54,"Failed"
"a passionately inquisitive <font color = green>film</font> determined to <font color = green>uncover</font> the truth and <font color = green>hopefully</font> <font color = green>inspire</font> action .","a passionately inquisitive <font color = red>guy</font> determined to <font color = red>hide</font> the truth and <font color = red>never</font> <font color = red>took</font> action .",0.00042885541915893555,0.9878313541412354,1,0,1,168,"Successful"
"a zombie <font color = red>movie</font> in every sense of the word--mindless , lifeless , meandering , loud , painful , <font color = red>obnoxious</font> .","a zombie <font color = green>nightmare</font> in every sense of the word--mindless , lifeless , meandering , loud , painful , <font color = green>hilarious</font> .",0.0003581047058105469,0.9931374192237854,0,1,0,72,"Successful"
"the <font color = red>movie</font> doesn't generate a <font color = red>lot</font> of energy . it is dark , brooding and slow , and <font color = red>takes</font> its central idea <font color = red>way</font> too seriously .","the <font color = red>film</font> doesn't generate a <font color = red>lack</font> of energy . it is dark , brooding and slow , and <font color = red>take</font> its central idea <font color = red>nothing</font> too seriously .",0.0009414553642272949,0.22233492136001587,0,0,0,44,"Failed"
"highlighted by a gritty style and an excellent cast , it's better than one might <font color = green>expect</font> when you look at the list of movies starring <font color = green>ice-t</font> in a major role .","highlighted by a gritty style and an excellent cast , it's better than one might <font color = green>get</font> when you look at the list of movies starring <font color = green>someone</font> in a major role .",0.0036260485649108887,0.011322557926177979,1,1,1,22,"Failed"
"the first <font color = red>mistake</font> , i suspect , is casting shatner as a legendary professor and <font color = red>kunis</font> as a brilliant college student--where's pauly shore as the rocket scientist ?","the first <font color = green>element</font> , i suspect , is casting shatner as a legendary professor and <font color = green>i</font> as a brilliant college student--where's pauly shore as the rocket scientist ?",0.0015925765037536621,0.5657145977020264,0,1,0,55,"Successful"
"one of [jaglom's] better efforts -- a <font color = green>wry</font> and sometime bitter movie about love .","one of [jaglom's] better efforts -- a <font color = red>crude</font> and sometime bitter movie about love .",0.004357814788818359,0.9981005191802979,1,0,1,22,"Successful"
"essentially , the film is <font color = red>weak</font> on detail and strong on personality","essentially , the film is <font color = green>deep</font> on detail and strong on personality",0.0011182427406311035,0.9995850324630737,0,1,0,39,"Successful"
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky <font color = green>film</font> ; with a screenplay to die for .","if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky <font color = green>show</font> ; with a screenplay to die for .",0.004636049270629883,0.0627322793006897,1,1,1,13,"Failed"
"in terms of execution this movie is careless and unfocused .","in terms of execution this movie is careless and unfocused .",0.9957855939865112,0.9957855939865112,1,1,0,1,"Skipped"
"about the best thing you could say about narc is that it's a <font color = green>rock-solid</font> little genre picture . whether you like it or not is basically a matter of taste .","about the best thing you could say about narc is that it's a <font color = red>simple</font> little genre picture . whether you like it or not is basically a matter of taste .",0.01594376564025879,0.9954477548599243,1,0,1,41,"Successful"
"affable if not timeless , like mike raises some worthwhile themes while <font color = green>delivering</font> a wholesome fantasy for kids .","affable if not timeless , like mike raises some worthwhile themes while <font color = red>being</font> a wholesome fantasy for kids .",0.0009120702743530273,0.6300344467163086,1,0,1,56,"Successful"
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .","less cinematically powerful than quietly and deeply moving , which is powerful in itself .",0.99212247133255,0.99212247133255,0,0,1,1,"Skipped"
"a <font color = green>well-rounded</font> tribute to a man whose achievements -- and complexities -- reached <font color = green>far</font> beyond the end zone .","a <font color = green>simple</font> tribute to a man whose achievements -- and complexities -- reached <font color = green>well</font> beyond the end zone .",0.0004349350929260254,0.061461448669433594,1,1,1,43,"Failed"
"you won't look at religious fanatics -- or backyard sheds -- the same way again .","you won't look at religious fanatics -- or backyard sheds -- the same way again .",0.6174222230911255,0.6174222230911255,0,0,1,1,"Skipped"
"[a] boldly stroked , luridly coloured , uni-dimensional <font color = red>nonsense</font> machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .","[a] boldly stroked , luridly coloured , uni-dimensional <font color = green>mind</font> machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0.02929931879043579,0.7362695932388306,0,1,0,21,"Successful"
"bearable . <font color = red>barely</font> .","bearable . <font color = green>now</font> .",0.002986907958984375,0.9973693490028381,0,1,0,5,"Successful"
"it's a testament to de niro and director michael caton-jones that by movie's end , we <font color = green>accept</font> the characters and the film , flaws and all .","it's a testament to de niro and director michael caton-jones that by movie's end , we <font color = red>had</font> the characters and the film , flaws and all .",0.0029828548431396484,0.6835646629333496,1,0,1,50,"Successful"
"a solidly <font color = green>entertaining</font> little <font color = green>film</font> .","a solidly <font color = red>thin</font> little <font color = red>guy</font> .",0.0009821653366088867,0.9908884763717651,1,0,1,89,"Successful"
"<font color = red>queen</font> of the <font color = red>damned</font> is too long with too <font color = red>little</font> <font color = red>going</font> on .","<font color = red>battle</font> of the <font color = red>vampires</font> is too long with too <font color = red>late</font> <font color = red>catching</font> on .",0.0009802579879760742,0.06405502557754517,0,0,0,215,"Failed"
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it <font color = green>also</font> happens to be good .","in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it <font color = red>almost</font> happens to be good .",0.0017715096473693848,0.9033418893814087,1,0,1,44,"Successful"
"the <font color = red>film's</font> trailer <font color = red>also</font> looked <font color = red>like</font> <font color = red>crap</font> , so <font color = red>crap</font> is what i was <font color = red>expecting</font> .","the <font color = green>abandoned</font> trailer <font color = green>always</font> looked <font color = green>beyond</font> <font color = green>paradise</font> , so <font color = green>home</font> is what i was <font color = green>hoping</font> .",0.0007928013801574707,0.9441006183624268,0,1,0,142,"Successful"
"koepp's screenplay isn't nearly surprising or <font color = red>clever</font> enough to sustain a reasonable degree of suspense on its own .","koepp's screenplay isn't nearly surprising or <font color = red>unusual</font> enough to sustain a reasonable degree of suspense on its own .",0.0011504888534545898,0.0019100308418273926,0,0,0,36,"Failed"
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.9974950551986694,0.9974950551986694,0,0,1,1,"Skipped"
"the most <font color = green>consistently</font> funny of the austin powers <font color = green>films</font> .","the most <font color = red>not</font> funny of the austin powers <font color = red>men</font> .",0.0013331174850463867,0.9994165897369385,1,0,1,91,"Successful"
"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought <font color = green>unexpected</font> gravity to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought <font color = red>bad</font> gravity to blade ii .",0.003213047981262207,0.998772919178009,1,0,1,43,"Successful"
"the <font color = red>big</font> finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the <font color = red>filling</font> <font color = red>missing</font> .","the <font color = green>sweet</font> finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the <font color = green>right</font> <font color = green>filling</font> .",0.0006260275840759277,0.9396675229072571,0,1,0,49,"Successful"
"it's a very <font color = green>valuable</font> <font color = green>film</font> . . .","it's a very <font color = red>small</font> <font color = red>property</font> . . .",0.0008624792098999023,0.9846038818359375,1,0,1,99,"Successful"
"<font color = green>entertaining</font> despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .","<font color = red>entertainment</font> despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .",0.003192901611328125,0.9988077282905579,1,0,1,14,"Successful"
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0.9946771860122681,0.9946771860122681,0,0,1,1,"Skipped"
"it's a big <font color = red>idea</font> , but the film itself is <font color = red>small</font> and shriveled .","it's a big <font color = green>challenge</font> , but the film itself is <font color = green>raw</font> and shriveled .",0.0007807016372680664,0.9870210886001587,0,1,0,77,"Successful"
"`martin lawrence live' is so <font color = red>self-pitying</font> , i almost expected there to be a collection taken for the comedian at the end of the show .","`martin lawrence live' is so <font color = green>great</font> , i almost expected there to be a collection taken for the comedian at the end of the show .",0.0008087754249572754,0.9631741046905518,0,1,0,26,"Successful"
"one <font color = green>funny</font> popcorn flick .","one <font color = red>cheap</font> popcorn flick .",0.0008302927017211914,0.9996678829193115,1,0,1,46,"Successful"
"an inept , <font color = red>tedious</font> spoof of '70s kung fu pictures , it <font color = red>contains</font> almost enough <font color = red>chuckles</font> for a three-minute sketch , and no more .","an inept , <font color = red>witty</font> spoof of '70s kung fu pictures , it <font color = red>provides</font> almost enough <font color = red>laughs</font> for a three-minute sketch , and no more .",0.0006322264671325684,0.008403360843658447,0,0,0,53,"Failed"
"<font color = green>smith</font> <font color = green>finds</font> amusing <font color = green>juxtapositions</font> that justify his exercise .","<font color = red>i</font> <font color = red>miss</font> amusing <font color = red>references</font> that justify his exercise .",0.0017797350883483887,0.9993252754211426,1,0,1,120,"Successful"
"gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy <font color = green>makes</font> it seem fresh again .","gambling and throwing a basketball game for money isn't a new plot -- in fact toback himself used it in black and white . but toback's deranged immediacy <font color = red>doesn</font> it seem fresh again .",0.008023679256439209,0.981376588344574,1,0,1,54,"Successful"
"unpretentious , <font color = green>charming</font> , quirky , original","unpretentious , <font color = red>boring</font> , quirky , original",0.003400862216949463,0.999664843082428,1,0,1,29,"Successful"
"a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .","a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this .",0.9991623759269714,0.9991623759269714,0,0,1,1,"Skipped"
"a <font color = green>powerful</font> , <font color = green>chilling</font> , and <font color = green>affecting</font> <font color = green>study</font> of one <font color = green>man's</font> <font color = green>dying</font> <font color = green>fall</font> .","a <font color = red>nice</font> , <font color = red>mild</font> , and <font color = red>harmless</font> <font color = red>combination</font> of one <font color = red>simple</font> <font color = red>icy</font> <font color = red>hit</font> .",0.0005972385406494141,0.9632878303527832,1,0,1,214,"Successful"
"a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves <font color = red>simply</font> too discouraging to let slide .","a technically well-made suspenser . . . but its abrupt drop in iq points as it races to the finish line proves <font color = green>just</font> too discouraging to let slide .",0.08624333143234253,0.608473539352417,0,1,0,44,"Successful"
"insomnia <font color = green>loses</font> points when it surrenders to a formulaic <font color = green>bang-bang</font> , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank <font color = green>keep</font> the viewer <font color = green>wide-awake</font> all the way through .","insomnia <font color = green>losing</font> points when it surrenders to a formulaic <font color = green>dull</font> , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank <font color = green>keeping</font> the viewer <font color = green>fooled</font> all the way through .",0.004204511642456055,0.03535056114196777,1,1,1,49,"Failed"
"as a thoughtful and unflinching <font color = green>examination</font> of an alternative lifestyle , sex with strangers is a success .","as a thoughtful and unflinching <font color = green>consideration</font> of an alternative lifestyle , sex with strangers is a success .",0.00045931339263916016,0.0005618929862976074,1,1,1,11,"Failed"
"cattaneo reworks the formula that made the full monty a smashing success . . . but <font color = red>neglects</font> to add the magic that made it all work .","cattaneo reworks the formula that made the full monty a smashing success . . . but <font color = green>tried</font> to add the magic that made it all work .",0.0008720755577087402,0.9944303035736084,0,1,0,50,"Successful"
"the production values are of the highest and the performances attractive without being memorable .","the production values are of the highest and the performances attractive without being memorable .",0.9941662549972534,0.9941662549972534,0,0,1,1,"Skipped"
"hey , happy ! is <font color = green>many</font> <font color = green>things</font> -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .","hey , happy ! is <font color = red>pretty</font> <font color = red>boring</font> -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .",0.053812384605407715,0.5925039052963257,1,0,1,46,"Successful"
"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .","as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.9963805079460144,0.9963805079460144,0,0,1,1,"Skipped"
"in the director's cut , the <font color = green>film</font> is not only a love song to the movies but it <font color = green>also</font> is more <font color = green>fully</font> an example of the kind of lush , all-enveloping movie experience it rhapsodizes .","in the director's cut , the <font color = green>song</font> is not only a love song to the movies but it <font color = green>so</font> is more <font color = green>roughly</font> an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",0.00043088197708129883,0.13544487953186035,1,1,1,37,"Failed"
"<font color = red>far-fetched</font> premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .","<font color = green>unique</font> premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .",0.0005080699920654297,0.9992497563362122,0,1,0,48,"Successful"
"this amiable picture talks <font color = green>tough</font> , but it's all bluster -- in the end it's as sweet as greenfingers . . .","this amiable picture talks <font color = green>hard</font> , but it's all bluster -- in the end it's as sweet as greenfingers . . .",0.025522887706756592,0.035170793533325195,1,1,1,12,"Failed"
"an animation <font color = green>landmark</font> as <font color = green>monumental</font> as disney's 1937 breakthrough snow white and the seven dwarfs .","an animation <font color = green>monument</font> as <font color = green>ancient</font> as disney's 1937 breakthrough snow white and the seven dwarfs .",0.0008646845817565918,0.22689908742904663,1,1,1,46,"Failed"
"to <font color = red>call</font> this <font color = red>film</font> a <font color = red>lump</font> of coal would only be to <font color = red>flatter</font> it .","to <font color = green>win</font> this <font color = green>is</font> a <font color = green>price</font> of coal would only be to <font color = green>need</font> it .",0.0005722641944885254,0.9916287064552307,0,1,0,178,"Successful"
"<font color = green>great</font> character interaction .","<font color = red>mixed</font> character interaction .",0.0017101168632507324,0.997922956943512,1,0,1,37,"Successful"
"more <font color = red>likely</font> to have you scratching your head than <font color = red>hiding</font> under your seat .","more <font color = green>funny</font> to have you scratching your head than <font color = green>cracking</font> under your seat .",0.006969630718231201,0.9966458678245544,0,1,0,73,"Successful"
"that haynes can both maintain and <font color = green>dismantle</font> the facades that his genre and his character construct is a <font color = green>wonderous</font> accomplishment of veracity and narrative grace .","that haynes can both maintain and <font color = green>undermine</font> the facades that his genre and his character construct is a <font color = green>rare</font> accomplishment of veracity and narrative grace .",0.0012205243110656738,0.004058420658111572,1,1,1,69,"Failed"
"those who don't entirely 'get' godard's distinctive discourse will still <font color = green>come</font> away with a sense of his reserved but existential poignancy .","those who don't entirely 'get' godard's distinctive discourse will still <font color = red>fall</font> away with a sense of his reserved but existential poignancy .",0.010739445686340332,0.9973570704460144,1,0,1,28,"Successful"
". it's a testament to the film's considerable charm that it succeeds in <font color = green>entertaining</font> , despite playing out like a feature-length sitcom <font color = green>replete</font> with stereotypical familial quandaries . there's a sheer unbridled <font color = green>delight</font> in the way the story unfurls . . .",". it's a testament to the film's considerable charm that it succeeds in <font color = green>passing</font> , despite playing out like a feature-length sitcom <font color = green>littered</font> with stereotypical familial quandaries . there's a sheer unbridled <font color = green>pleasure</font> in the way the story unfurls . . .",0.00527644157409668,0.00842893123626709,1,1,1,87,"Failed"
